剧情编号,角色左,角色右,高亮方 右/左/无/皆,背景图片,背景音乐,播放音效,PlotShock,调用函数,选项,内容
1502,玩家,无,左,,,紧密鼓点,,,,"Ladies and gentlemen, everything is now ready \nIt's time to rally the troops and launch the final assault on the Tang Sect's main den."
,,,左,,,,,,,"The Tang Sect has operated in Bashu for many years, establishing deep roots.\nHis family's tradition of hidden weapons and toxic arts are also renowned in the Jianghu, with everyone turning pale at their mention."
,,,左,,,,,,,"However, in recent years, chaos has reigned across the land as evil forces have risen.\nThe Tang Sect not only fails to uphold the righteous path and punish evil and promote good,\nInstead, heavy taxes and assorted fees were imposed, causing the people of Shu to complain loudly and live in misery."
,,,左,,,,,,,"Moreover, the Tang Sect also trained a large number ofassin killers.\nBy means of assassination, he eliminated his rivals and harmed the Loyalty officials."
,,,左,,,,,,,"Such a sect with so many wicked deeds, if it is not eliminated one day,\nThere is no day of peace in all of Shuzhong."
,,,左,,,,,,,"Although in the battle at the rear mountain of Xianxie, we managed to defeat Tang Sect's elite forces with fire attacks.\nBut Tang Yiying, the head of the Tang Sect, is cunning and deceitful. One must still not underestimate him."
,,,左,,,,,,,"Now that its vital energy has not yet recovered,\nIt's the perfect opportunity for us to seize their main den with one decisive push."
,,,左,,,,,,,"I #$PlayerName#, today I will uphold the resolve of the previous Sect Leaders.\nRaise troops to punish bandits and rid the land of evil.\nYou must seek justice for the people of Bashu and the warriors slain by the Tang Sect!"
,,,左,,,,,,,"Disciples of the Xianxia Sect, would you be willing to join me in battle?"
,,魏胥华,右,,,人群欢呼,,,,"The major disciple of the Xianxia Sect, Wei Xuhua, wishes to accompany #PlayerName# on the campaign.\nBraving fire and water, I would not hesitate to die a thousand deaths!"
,,余采薇,右,,,,,,,I have heard that the Tang Sect's Movement Art is devious.\nI've wanted to test my skills against them for a while now.
,,沈退,右,,,,,,,The Tang Sect's poison-making prowess is renowned worldwide.\nI happened to be going there today as well to seek some advice.
,顾游年,,左,,,,,,,"Haha, though the Tang Sect suffered a severe blow to its Yuan Qi, a starved camel is still larger than a horse.\nYou must not be complacent about this"
,,姜婉,右,,,,,,,"Um, if any of you are poisoned,\nYou must retreat from the front to take the medicine and heal your injuries. Never be so arrogant as to refuse!"
,,杨思迟,右,,,,,,,"Senior Sister, rest assured, I, Yang Sichi, have thick skin.\nThat Tang Sect's toxic techniques can't even harm me!"
,林云裳,,左,,,,TRUE,,,"Senior Brother Yang, it's you they're talking about. Don't try to be tough!\nThen Sister-Qiang and I will have to take care of you if you get poisoned."
,,,右,,,,,,,"Hehe, Little Junior Sister teaches well \nI will be extra careful... extra careful..."
,,白云天,右,,,,,,,"Everyone is so motivated, so I can't fall behind.\nRest assured, I will work hard to support all of you!"
,玩家,,左,,,,,,,"Additionally, Sect Leader Han will also lead the elite of the Iron Palm Gang.\nJoin us in the battle as reinforcements"
,,韩嵩,左,,,,,,,"Sect Leader Han, our two sects are inherently fraternal and life and death are intertwined.\nWe should also work side by side to overcome this powerful enemy today."
,,,右,,,,,,,"#PlayerName#, relax,\nMy Iron Palm Gang's elite forces are already at the ready, poised to march at a moment's notice."
,,,左,,,,,,,"Okay, additionally, the Tang Sect seems to be developing a ultimate hidden weapon.\nI hope you all remain vigilant and do not become complacent."
,,,左,,,,,,,"However, there is righteous qi in heaven and earth, manifesting in various forms.\nEvil has never overcome good throughout history"
,,,左,,,,,,,Today we wield righteous valor to confront the wicked.\nDefinitely capable of winning battles and pacifying Sichuan!
,,,左,,,号角,,GetMainMission;38,,"Fellow warriors, follow me into battle!"
1503,无,无,无,,,号角,,,,"The allied forces of the Xianxia Iron Palm Schools march along the official road from Chengdu towards the west.\nMarching steadily for several days, they finally arrived at the gates of Tang Sect City."
,,,无,,,Horses,,,,"Only to see that at the high wall of the main den, Tang Sect disciples were all ready with their weapons, poised for battle.\nThe leader was none other than Tang Yiying, the head of the Tang Sect."
,玩家,唐逸影,右,,Fight3,,,,,"Hmph, #PlayerName#!\nJianghu rumors say that the Xiexia Iron Palm faction intends to invade our Tang Sect with an allied army.\nSeems there's some truth to it after all!"
,,,左,,,,,,,"Sect Leader Tang, no pleasantries \nYour sect has committed countless evil deeds over the years, and in the Jianghu, everyone is entitled to punish you."
,,,左,,,,,,,"Our Xianxia Sect acts according to the way of chivalry and righteousness.\nToday we march to war, upholding righteousness for heaven.\nIt was for the people of Bashu, not for personal gain."
,,,左,,,,,,,"Now our side is strong and well-equipped, while yours are still recovering.\nI still hope, Sect Leader Tang, that you will consider the situation and rein in your actions. Please do not continue to resist stubbornly."
,,,左,,,,,,,"As soon as you order the city to surrender and submit,\nI promise, #$PlayerName#, that I will cause no trouble and will not make things difficult for your sect's disciples."
,,,右,,,,,,,"Hmph! Dreaming aloud! Our Tang Sect has endured through dozens of Sect Leaders,\nCenturies-old enterprise, experts are as common as clouds,\nIs this something that your third-rate sects dare to covet?"
,,,右,,,,,,,"Though you gained the upper hand in that battle on the back mountain of Xianxia,\nBut it was merely old man's trust in others, falling for your wicked plot!"
,,,右,,,,,,,"Now, the old master and the disciples above and below have long been in full readiness.\nAll of our Tang Sect's hidden weapons and a hundred types of deadly poisons are ready."
,,,右,,,,,,,"Today, we pledge to stand side by side with the Tang Sect, sharing life and death.\nCome and try if you're not afraid of death!"
,,,左,,,紧密鼓点,,StartSpeFight;279,,"Alright, I understand that a few words won't persuade you easily.\nLet's see whose skills are sharper in battle then. We're ready to storm the city!"
1504,玩家,顾游年,左,,,GroupFight,,,,The enemy's strategy seems to be hiding behind the city walls.\nRelying on hidden weapons and arrow towers to remotely deplete our living forces.
,,,右,,,,,,,"Disciples of the Tang Sect are not skilled in battlefield tactics.\nIf we could charge forward for close combat, perhaps we could disrupt their formation."
,,余采薇,右,,,,,,,"Perhaps remove its ramparts and city walls first, leaving it without cover.\nI can proceed steadily when convenient"
,,魏胥华,右,,,,,,,"No matter what, as long as we proceed steadily,\nStep by step eliminating the combat strength of the Tang Sect will surely grant us the upper hand."
,唐逸影,唐嫣然,左,,,,,,,"Yanran, the outcome of this battle concerns the honor and rise and fall of our Tang Sect.\nI hope you spare no effort to take down the head of that #$PlayerName#.\nDo not disappoint your father again"
,,,右,,,,,,,........................
,,,左,,,,,,,"Yanran, if there's anything on your mind that troubles you,...\nAfter this battle, just tell my father, and I will see to it that justice is served."
,,,右,,,,,,,........................
,唐离,,左,,,,TRUE,,,What do you mean? The head of the household is asking you!
,唐逸影,,左,,,,,,,"Oh, Lire, never mind \nWith a great enemy at the gates, we cannot afford internal strife."
,,,左,,,,,,,"Disciples of the Tang Sect, listen up. Guard the city gate for me until your last breath.\nAnyone who dares to take a step back will face family discipline!"
1505,玩家,韩嵩,左,,,GroupFight,,,,"Sect Leader, the Iron Palm Gang disciple should make a move.\nI hope you press forward in succession to plug the gaps in the line."
,,,右,,,号角,,,,"Good, Iron Palm Gang disciple, attack!"
,,唐逸影,右,,,SpeEffect/箭雨,,,,"Hmph, just a bunch of locusts \nFire arrows, keep firing arrows!"
1506,唐离,唐逸影,左,,Fight3,GroupFight,,,,Father! Father!\nThe opponents' attack is fierce; the disciples are barely holding on!
,,,右,,,,,,,"Now that it has come to this, I must summon the plan I spent so much effort crafting,\nRigged up the ultimate hidden weapon"
,,,无,,,ItemGet,,,,"Only to see Tang Yiying wave his hand widely,\nSeveral Tang Sect disciples carefully lifted a statue that was about several feet long and weighed several dozen catties.\nA giant mechanism housing, crafted entirely from refined iron and equipped with hidden weapons."
,,,右,,,,,,,"This is the Tang Sect's peerless martial art, Nine Heaven Net Needle.\nCombining the ultimate hidden weapon with the Thunderclap Hall's fire drug technique,\nNine Heaven Luo Hou Thunderbolt Divine Needle!"
,,,右,,,,,,,"With our Tang Sect's subtle Inner Power, combined with the Thunderclap Hall's explosive yang essence,\nOnce activated, its speed and strength differ greatly from other hidden weapons.\nIt's truly apocalyptic, beyond the reckoning of gods and buddhas!"
,,,左,,,,,,,"Hahaahaha! Father is authoritative, Father is mighty!\nThis divine artifact will surely doom #$PlayerName# to their death here."
,,,无,,,SpeEffect/加速旋转,,,,"Tang Yiying held her breath and focused intently, aligning the receiver with #PlayerName#, who was currently directing the troops from the front of the formation.\nThen he roared loudly, his sleeve billowing out.\nChannel all their lifetime's cultivation into the gunframe."
,,,无,,,SpeEffect/爆土石大,,,,Only to hear a loud explosion as the gunpowder in the chamber was ignited by inner power.\nHundreds of black steel needles shot out of the box and flew towards #PlayerName# at incredible speed!
,玩家,,左,,,SpeEffect/剑雨,,,,Not good. Could this be the ultimate hidden weapon that Miss Tang spoke of earlier?\nSuch a fierce assault requires mobilizing all one's inner strength to defend against it!
,,,无,,,SpeEffect/风呼啸,,,,"Come to think of it, a figure suddenly blocked your path."
,,白云天,右,,,Hero/Female_Shout,,,,"What ultimate hidden weapon, I'll see it with my own eyes!"
,,,无,,,SpeEffect/响亮刀鸣,,,,"But seeing Bai Yuntian exhale sharply and channel his True Qi to thrust out a sword strike.\nA sword energy shot out from the sword tip, heading towards countless needles in the air!"
,,,无,,,SpeEffect/冰冲击,,,,A loud explosion sent most of the needles flying in all directions.\nOnly a steel needle pierced through the sword energy and flew towards Bai Yuntian's face.
,,,左,,,HitMetal,,,,White Cloud Apprentice Beware!\n(Fast draw and deflect the remaining needle)
,,,右,,,,,,,"(tu tu she tou) Ah, almost dropped it."
,,,左,,,,TRUE,ChangeMaxFightSkill;白云天-all-5,,"White Cloud Master, your power has not recovered yet. Why are you so carefree?\nDidn't we agree to help with fueling up at the back?"
,,,右,,,,,,,"Seeing #PlayerName# in danger, I felt a surge of True Qi rise from my dantian.\nDon't know why, but I charged right up..."
,,,右,,,,,,,"#PlayerName#, under Mount Emei, I was attacked by the bad guys from Yama Palace.\nHave you ever stood up for me and saved my life like this?"
,,,左,,,,,UpgradeHeroSkill;白云天-819-1-6|UpgradeHeroSkill;白云天-820-1-6|UpgradeHeroSkill;白云天-821-1-6|PlotCheckHeroSkill;白云天,,White Cloud Junior Immortal... Have you remembered something?
,,,右,,,,,,,I can't quite remember...\nBut it seems like I'm recalling some moves I learned on Mount Emei.
,,,左,,,,,,,"Good, Baiyunzi. You mustn't be so rash in the future."
,,,右,,,,,,,"Alright, alright, whatever #PlayerName# says goes"
,无,无,无,,,人群交谈,,,,"On the other side, seeing such a lethal technique blocked by you,\nDisciples of the Tang Sect were all a bit panic-stricken."
,唐离,,左,,,,TRUE,,,Oh my God! Really goes against reason!
,,,左,,,,,,,Almost had #$PlayerName# sliced from his horse \nHow could a little girl who popped up out of nowhere ruin everything!
,,唐逸影,右,,,,,,,"Never thought it, never thought it \nHidden dragons and sleeping tigers within the Xianxia Sect-there are experts of such caliber here.\nIt seems old man underestimates you, #$PlayerName#"
,,,左,,,,,,,"Wu wu wu wu, Father, now what are we to do..."
,,,右,,,,,,,"Hmph, Lier don't panic \nThough this plan failed, I still have a backup!"
,,,右,,,,,,,The old man had already ordered the disciples of this sect to...\nSpeedily construct a batch of hidden weapon mechanisms modified with gunpowder.\nIt's already all finished now
,,,右,,,,,,,This magazine can significantly increase the speed and accuracy of our hidden weapons.\nYou order your men to distribute it as soon as possible.
,,,左,,,,,,,"Yes, Father, let these guys taste the power of our Tang Sect's hidden weapons!"
,玩家,姜婉,右,,,GroupFight,TRUE,,,#PlayerName#! Are you alright just now!\nIs there anywhere hurt?
,,,左,,,,,,,"Senior Sister, it's fine, really \nI wasn't that easy to fall for it; besides, White Cloud Zhen protected me from most of the hidden weapons."
,,沈退,右,,,,,,,"#PlayerName#, the other side is distributing weapons \nIt seems they've switched to a new hidden weapon cylinder."
,,林云裳,右,,,,,,,What mischief is Tang Yiying cooking up in her stomach again?
,,,左,,,,,,,The Tang Sect seems to have incorporated the gunpowder techniques from their previous marriage alliance with Thunderclap Hall.\nInfused it into their Hidden Weapons
,,,左,,,,,SpePlotFuc;172,,"Be careful, everyone \nIt's better to avoid their strength for now and wait for an opportunity."
1507,玩家,王添翼,右,,,SpeEffect/风呼啸,,,,"#PlayerName#, I'll lend you a hand!"
,,,左,,,,,,,"Brother Wang, Wang Tianting! How did you end up here?"
,,,右,,,,,,,"Heard that #PlayerName# intends to root out evil and quell the Tang Sect.\nAs my brother, how could I fail to come and lend a helping hand?"
,,,右,,,,,,,"Moreover, I was unjustly imprisoned back then and nearly fell into the wicked path.\nDue to the frame-up by the Tang Sect."
,,,右,,,,,,,Today's perfect chance to reclaim justice together with #PlayerName#!
,,雷殷殷,右,,,,,,,"Yeah yeah, Old Bastard Tang Yiying,\nStill daring to use my Thunderclap Hall's firework techniques-it's truly shameless."
,,,右,,,,,,,"#PlayerName#, don't panic \nI will teach you how to respond"
,,,右,,,,,,,This hidden weapon requires reloading with gunpowder each time it is fired.\nSo just strike during the launch gaps!
,,,左,,,,,,,"So it's like this. I never expected that Lady Lei, who caused the collapse of countless civilian buildings back then,\nNow I have mastered the art of gunpowder."
,,,右,,,,,SpePlotFuc;173,,"Haha, I've been working hard and practicing diligently these years.\nYou can't let Little Wing and me down like this!"
,,,左,,,,,,,"OK, Lord Brother, Miss Lei, it's rare to be side by side again today.\nLet's work together to seek justice from the Tang Sect!"
1508,无,无,无,,BigMap5,GroupFight,,,,"Beneath the Tang Sect's main stronghold walls, blades flashed and swords clashed, with blood flowing like a river."
,,,无,,,,,,,"Despite the Tang Sect disciples temporarily withstanding the attack using the ultimate hidden weapon's power.\nBut under the strong assault of the two factions of the Xianxia Iron Palm Coalition,\nFinally, they were on the defensive everywhere, and the lines were about to collapse."
,玩家,唐逸影,左,,,,,ChangeInjury;唐逸影-0-100,,"Sect Leader Tang, the tide has turned. Surrender by passing the gong, I presume!"
,,,右,,,,TRUE,,,Ugh... How come... The old man's secret weapon shouldn't fail!!
,,,右,,,,,,,Trash! A bunch of trash!!!\nThe old man... How could my gun barrel lose accuracy...
,,,右,,,,TRUE,,,Someone must have tampered with it; there's a traitor!\nDie on it!!!
,,,无,,,SpeEffect/箭雨,,,,"Seeing the tide turning against them, Tang Sect patriarch Yiying grew desperate and his anger was plain to see.\nYet they indiscriminately released Hidden Weapons towards the surrounding Tang Sect lower-ranking disciples without discerning between friend and foe!"
,临时:唐门弟子甲&男;40;1;2,,左,,,,,,,"Ah, Lord, spare me! Spare me, please!"
,临时:唐门弟子乙&女;20;1;1,,左,,,,,,,Done... Lord... Lord has gone mad!\nFlee! Hurry and flee!
,,,右,,,SpeEffect/箭雨,TRUE,,,"Can't even move, die already!\nToday, you worthless trash will all accompany the Tang Sect to the grave!"
,,,无,,,SpeEffect/风呼啸,,,,"Dozens of hidden weapons flew with overwhelming momentum, seemingly poised to kill the Tang Sect low-ranking disciples right here.\nTwo figures leaped down, deflecting all the hidden weapons."
,玩家,,左,,,SpeEffect/风呼啸,,,,"Old fool, come at me if you have the skill!\nUsing one's own disciple as a scapegoat makes one no hero or good man."
,,,右,,,,,,,"Tang Sect disciples-nothing but dogs I've raised!\nOld man wants to kill, mind your own business!"
,唐嫣然,,左,,,SpeEffect/风呼啸,,,,"Father, let these innocent disciples go. They have their own debts to settle.\nThe one who tampered with the chassis is me, Tang Yanran!"
,,,右,,,,,,,What did you say... Yanran?!\nDad... Dad treats you like his own daughter.\nYou actually did something like this!!!
,,唐离,右,,,,TRUE,,,"Tang Yanran, I knew it from the beginning.\nYou're a wolf cub that can't be tamed!"
,,,右,,,,,,,"Wu wu wu wu, Father, with the mountain still there, we fear no lack of firewood.\nNow that things have come to this, let's escape!"
,,唐逸影,右,,,,,,,"As head of the clan, I was supposed to share life and death with the Tang Sect.\nBut Li'er, you are innocent and shouldn't die with the old master."
,,,右,,,,,,,"Good! I will escape with you.\n...The future is long, let's go!"
,,无,无,,,SpeEffect/箭雨,,,,"Only to see Tang Yiying wave her hand and shoot a circle of hidden weapons, forcing the surrounding disciples back.\nThen he lifted Tang Li and employed a cunning lightness technique to leap over the wall.\nRacing towards Chengdu"
,无,,无,,,SpeEffect/风呼啸,,,,Tang Yanran saw this and also urged her lightness to pursue closely behind.\nThe figure quickly vanished in the thick smoke.
,玩家,,左,,,GroupFight,,,,"Miss Tang... The other disciples of the Tang Sect,\nNow that your lord has fled in despair, there's no need to resist any further!"
,顾游年,,左,,,,,,,Your lord cares not at all for your safety.\nEven going so far as to attempt to massacre our sect's disciples.
,,,左,,,,TRUE,,,This despicable person fails to distinguish right from wrong.\nDo you really intend to fight for him?
,,临时:唐门弟子甲,右,,,,,,,The Lord has gone mad and wants to kill us all.\nWhy fight further?
,,临时:唐门弟子乙,右,,,,,,,"Wu wu wu wu, we are willing to surrender.\nGreat Hero, spare me! Great Hero, spare me!"
,玩家,,左,,,,,,,"Alright, everyone can rest assured. As long as you put down your weapons and surrender,\nWe will not make things difficult for any of you."
,,魏胥华,左,,,,,,,"Big Senior Brother, fellow disciples,\nPurge the remnants of the Tang Sect"
,,,左,,,,,,,"Tang Yiying and Tang Li are the primary culprits and must not be allowed to return to their lair.\nAnd Miss Tang Yanran pursued closely, and I worried about her safety."
,,,右,,,,,,,"Well, evil must be eliminated completely\n#PlayerName#, you should hurry and hunt down the bandit leader."
,,余采薇,右,,,,,,,The foe has already broken and fled \nThe rest of the cleanup we can handle.
,,姜婉,右,,,,,ChangeForceAllLoyal;25-10,,"Tang Yiying is a veteran of the Jianghu. If he's in a desperate fight for survival, he won't be that easy to handle.\n#PlayerName#, you must be extra careful!"
,,,左,,,,,FinishEventMission,,"Rest assured, the humble Tang Yiying cannot match me.\nI'll take my leave first!"
1509,无,无,无,,,GroupFight,,,,"Beneath the Tang Sect's main stronghold walls, blades flashed and swords clashed, with blood flowing like a river.\nDisciples of the Tang Sect rely on the power of their ultimate Hidden Weapon,\nWithstood the attack from the combined forces of the Two Schools of Immortal Snow Iron Palm."
,玩家,唐逸影,左,,,,,,,"Damnit, I didn't expect the Tang Sect disciple to be so powerful.\nIt seems that the Tang Sect's main den is hard to conquer...."
,,,右,,,,,ChangeForceAllLoyal;25-负10,,"Hmph, #PlayerName#, the Tang Sect of Shuzhong will avenge any wrong.\nToday's debt I will certainly repay in the future!"
,,,左,,,,,,,"Too late now; I'll have to think of something later.\nDisciples of the Two Schools of Xixia Iron Palm, fall back with me!"
,无,无,无,,,,,GiveUpEventMission,,The battle against the Tang Sect's main den ended in defeat.\nThe plan to Conquer the World can only be put on hold for now.
,,,无,,,,,,Plot interrupted;FinalChapterFailPlot,"<color=red><b>Important battle failed; storyline has been interrupted \nTo continue the story, please load and retry!</b></color>"
1510,无,无,无,,,Horses,,,,You raced alongside several others in hot pursuit.\nFinally caught up with Tang Yiying in the western part of Chengdu City.
,唐嫣然,唐逸影,右,,Fight1,,,,,"Cough cough cough cough, Yan Ran, Father hasn't treated you poorly these past years,\nAre you repaying your father's kindness this way?"
,,,左,,,,,,,"Father, I have uncovered the truth...\nWas the sudden death of my entire family more than twenty years ago truly the work of the Tang Sect?"
,,,右,,,,TRUE,,,Cough cough cough cough. Who told you this...\nAll of this is just baseless chatter!
,,,左,,,ItemGet,,,,"(pulled out a bone fragment glowing with an eerie green light)\nWhy not on the bones of my kin?\nAll from the deadly poison of our sect's exclusive hidden weapon, Peacock Feather Dart?"
,,,右,,,,TRUE,,,"What?! So many years have passed, and it's still..."
,,,右,,,,,,,"Cough cough, one slip in a hundred, one slip in a hundred, indeed.\nIf I had known this, I should have burned it all down. Elderly Lord miscalculated."
,,,左,,,,,,,"Father, what does this mean?"
,,,右,,,,,,,"(A burst of sharp light flashed in the dim old eyes)\nHmph, asking knowingly!\nNot bad. Your entire family died from the toxins of my Tang Sect!"
,,,右,,,,,,,"This was the Tang Sect patriarch at the time, who was my father.\nOrder me to undertake my first task as I set out on this mission."
,,,右,,,,,,,"Haha, even though it's my first time out,\nBut this task of poisoning the entire family of a wealthy household was surprisingly easy to complete."
,,,右,,,,,,,I merely added some peacock feather poison to the food and drink casually.\nHe condemned this family to death!
,,,右,,,,,,,"Just as the old man was about to return and report,\nSuddenly, I heard several sounds of an infant crying."
,,,右,,,,,,,"Originally, this family was poisoned to death by eating the food.\nBut the infant in the swaddling clothes escaped unharmed."
,,,右,,,,,,,"Back then, I was still young, and my heart was not as hardened as it is now.\nThus moved by compassion, he took the baby girl back to the Tang Sect to raise her with great care."
,,,右,,,,,,,"I didn't expect this girl to be quite so talented; she has consistently ranked first among Tang Sect's young disciples.\nLater, he became the top assassin of the Tang Sect, feared by everyone in the Jianghu."
,,,右,,,,,,,"Haha, I'm sure you've figured it out by now.\nThis infant is none other than your beloved daughter, Tang Yanran!"
,,,左,,,,,,,"Father, you! ... Why did you kill the whole family..."
,,,右,,,,,,,"Hmph, Yanran, don't blame Father \nTo blame it, blame your family for being outrageously bold.\nDared to defy the Tang Sect's orders and want to ally with the villagers to resist taxes!"
,,,右,,,,,,,"Over the years of constant exposure and with Father's thorough education of you,\nI imagine you are well aware that only by adhering to the ways of our Tang Sect can we proceed.\nTo stand unbeaten in tumultuous times"
,,,右,,,,,,,"Only by employing such fearsome lightning might these obstinate commoners be intimidated.\nFather made this move out of necessity in these chaotic times, with no other choice!"
,,,左,,,,,,,........................
,,,右,,,,,,,"Yanran, over these many years, Father has always regarded you as his trusted ally.\nYou have established a great reputation for this sect, so you probably would agree with Father's way of doing things."
,,,右,,,,,,,Today's events are due to your being deceived by #$PlayerName#.\nFather doesn't blame you!
,,,右,,,,,,,"But your hands are drenched in blood. Even if you go back,\nThe Wulin of the Righteous Path and #$PlayerName#, would definitely not accept you either."
,,,左,,,,,,,........................
,,,右,,,,,,,"Come on, walk with your father \nOur family finds a secluded place to work hard and learn diligently."
,,,右,,,,,,,"Once our cultivation is refined, we will come back to seek revenge and avenge you, #$PlayerName#!\nFather will treat you as if you were their own daughter."
,,,左,,,ItemLose,,,,"(staring at Tang Yinying's stern face, slowly withdrawing the hidden weapon cylinder from his pocket)\nFather... I have been Loyalty to the Tang Sect...\nFor all the... unjust things you've made me do..."
,,,左,,,,,,,The debt of gratitude for your upbringing is probably long settled.
,,,左,,,,,,,Today... we can't make the same mistake again...\nI must speak for my family... and the innocent victims from so many years ago...
,,,左,,,SpeEffect/剑鸣,,,,Demand justice! Get your fair share!
,,,无,,,,,,,"Tang Yanran spoke each word with firm decisiveness.\nTang Yiying heard these words, and a myriad of expressions flitted across his weathered face.\nFor a moment, I didn't know whether to cry or laugh."
,,,右,,,,TRUE,UpgradeAllHeroSkill;唐逸影-10|PlotCheckHeroSkill;唐逸影,,"Haha ahaha, roh roh oh roh roh!\nDemand justice from me? Demand justice from me?!"
,,,无,,,SpeEffect/加速旋转,,PlotRecoverAllHeroState;唐逸影,,"Only to see Tang Yiying's hunched figure suddenly swell, with crackling sounds echoing as his bones popped.\nActivating all his life's cultivation at twelve-tenths, an unprecedented aura of killing pervades the entire arena."
,,,右,,,SpeEffect/龙吼,,,,"Just you? Your every hidden weapon, technique, and toxic poison,\nThey were all taught by me, step by step."
,,,右,,,,,,,"Today do you want to seek justice from Old Man? Hahahaha!\nDaughter, it seems you've forgotten my title"
,,,右,,,,,,,"I, Tang Yiying, known as Nine Heaven Phantom Hand, have killed countless people since I began my mission.\nDo you really think an old man like me is too weak to meddle with things I shouldn't?"
,,,右,,,,TRUE,,,"Dear daughter, since you remain stubborn,\nLet me escort you for a while, to keep you company with your foolish family members!"
,玩家,,左,,,SpeEffect/风呼啸,,,,"Miss Tang, I'll lend you a hand!"
,,唐嫣然,右,,,,,,,"#PlayerName#, this has nothing to do with you..."
,,,左,,,,,,,"Today, without your help, we might have struggled to overcome the Tang Sect.\nMiss Tang, just consider this my way of reciprocating."
,,,左,,,,,,,"Additionally, Tang Yiying and his father have committed numerous wicked deeds.\nAs a jiyi zhi shi, how could one fail to punish evil and remove wickedness?\nToday, let's join forces to seek revenge for your family!"
,,,右,,,,,,,I...#PlayerName#...thank you!
,,唐逸影,右,,,,,StartSpeFight;280,,"#PlayerName#, since you've come looking for trouble,\nMay I send both of you to the Yellow Springs together!"
1511,唐逸影,唐离,右,,,,,,,"Father, son, I'm back!!!"
,,,左,,,,TRUE,,,"Li'er, Father told you to hurry up and go, right?\nWhy bring it back? Don't risk your life for nothing!"
,,,右,,,,,UpgradeAllHeroSkill;唐离-5|PlotCheckHeroSkill;唐离,,"Wu wu wu wu, everything... it's all my fault!\nFather, these many years, I have always been a burden to you and the Tang Sect..."
,,,右,,,,,PlotRecoverAllHeroState;唐离,,"Father, I have already made up my mind,\nToday, let's fight these guys together!"
,,,左,,,,,,,"Li'er..... Although you are mischievous by nature,...\nBut in the end, he is still his father's good son."
,,,左,,,,,,,"Okay! Today, my son and I will work together.\nLet these fellows see the true power of Tang Sect's Hidden Weapons!"
1512,无,无,无,,BigMap3,GroupFight,,,,"The skilled combatants from both sides fought to the death, unleashing their deadliest techniques.\nA moment later, dust and stones flew everywhere, and the wind and clouds changed color."
,,,无,,,,,,,"You and Tang Yanran worked seamlessly to intercept all the incoming hidden weapons.\nTang Yiying and Tang Li's techniques were growing stale, and the hidden weapons they carried were about to be exhausted."
,玩家,唐逸影,左,,,SpeEffect/响亮刀鸣,,ChangeInjury;唐逸影-0-200,,"(Catch the right moment to deliver a move as spectacular as a rainbow)\nSect Leader Tang, you are at your final end. Submit and confess quickly!"
,,,右,,,,,,,"Oh!!!\n(Vital Point struck, still stands firm)"
,,唐离,右,,,,TRUE,,,"Father!#$PlayerName#, I'll fight you to the death!"
,,,无,,,SpeEffect/风呼啸,,,,"Seeing his father severely injured, Tang Li charged at you with a mad slash of his blade."
,唐嫣然,,左,,,SpeEffect/剑雨,,ChangeInjury;唐离-0-300,,"#PlayerName#, be careful!\n(Fired several hidden weapons to block Tang's escape path)"
,,,右,,,,,SpeHeroDeath;唐离,,"Ah ah ah ah! Father, forgive... forgive your son..."
,,唐逸影,右,,,,TRUE,,,"(Witnessing his son fall to the ground, he roars in profound grief and fury)\nLi'er!!! Tang Yanran, old man is taking your life!!!"
,,,无,,,SpeEffect/风呼啸,,,,"Tang Yiying ignored the gushing blood from his wounds and lunged at Tang Yanran like a madman.\nYou must strike quickly, hitting its vulnerable spot from behind."
,玩家,,左,,,SpeEffect/二连快劈,,ChangeInjury;唐逸影-0-300,,"Tang Yiying, since you remain obstinate \nThen I can only rid them of this harm."
,,,右,,,ItemGet,,SpeHeroDeath;唐逸影,,"(The sword in his heart could no longer support him, so he let out a howl and collapsed on top of his son's corpse.)\nUgh... Rilei... Father is sorry for you..."
,,,无,,,,,ScreenBlack,,"The father and son of the Tang Sect tumbled to the ground, both dying together.\nThis final showdown to pacify Shu finally drew to a close in blood."
,玩家,唐嫣然,左,,,,,,,"Miss Tang, are you alright?"
,,,右,,,,,,,I don't think there's anything serious
,,,左,,,,,,,"Miss Tang, there's no need for you to be sad.\nSon Tang Yiying and Father Tang Li have committed many evil deeds, and it is fitting that they both meet their end now."
,,,右,,,,,ChangeHeroFavor;唐嫣然-15,,But still... so many years of nurturing... I don't understand...
,,,右,,,,,,,"Regardless, had it not been for #PlayerName#'s rescue just now,\nFearing I have met my demise at the hands of my father... Tang Yiying."
,,,右,,,,,GetSpeReward;126,,This manual of the Nine Heavens Luo Hou Needle is the supreme doctrine of Tang Sect's hidden weapons.\nIt was personally taught to me by Tang Yiying many years ago.
,,,右,,,,,GetSpeReward;125,,I shall bestow it upon you today \nThis counts as a token of gratitude
,,,左,,,,,,,"I'll take it, Miss Tang \nIf it weren't for your help in this battle, we might have struggled to overcome the Tang Sect."
,,,左,,,,,ChangePlotDataBase;1514,,"Now that the two chief villains have been eliminated,\nI wonder what your plans are in the future?"
1513,无,无,无,,BigMap5,GroupFight,,,,"The skilled combatants from both sides fought to the death, unleashing their deadliest techniques.\nA moment later, dust and stones flew everywhere, and the wind and clouds changed color."
